which_experiment,counterbalancing,prolific_id,page_index,viewing_time
experiment_1,dense_left,sub237,1,48859.09999999404
experiment_1,dense_left,sub237,2,14272.799999982119
experiment_1,dense_left,sub238,0,7883.200000047684
experiment_1,dense_left,sub238,1,288743.09999990463
experiment_1,dense_left,sub238,2,9526.700000047684
experiment_1,dense_right,sub239,0,2074.2999999523163
experiment_1,dense_right,sub239,1,90407.79999995232
experiment_1,dense_right,sub239,2,2008.0
experiment_1,dense_right,sub240,0,2607.2000000476837
experiment_1,dense_right,sub240,1,30904.0
experiment_1,dense_right,sub240,2,5503.599999904633
experiment_1,dense_left,sub241,0,24716.799999952316
experiment_1,dense_left,sub241,1,45278.700000047684
experiment_1,dense_left,sub241,2,2081.9000000953674
experiment_1,dense_left,sub242,0,5452.600000023842
experiment_1,dense_left,sub242,1,457988.39999997616
experiment_1,dense_left,sub242,2,7290.899999976158
experiment_1,dense_right,sub243,0,2661.0
experiment_1,dense_right,sub243,1,16108.899999976158
experiment_1,dense_right,sub243,2,1720.2000000476837
experiment_1,dense_left,sub246,0,2468.2000000178814
experiment_1,dense_left,sub246,1,48937.29999998212
experiment_1,dense_left,sub246,2,3143.4000000059605
experiment_1,dense_left,sub271,0,3053.1999999997206
experiment_1,dense_left,sub271,1,90136.80000000028
experiment_1,dense_left,sub271,2,5069.899999999907
